track_title,line,lyric,decade
How You Remind Me,39,This is how you remind me,2000
How You Remind Me,40,This is how you remind me of what I really am,2000
How You Remind Me,41,This is how you remind me of what I really am,2000
How You Remind Me,42,It's not like you to say sorry,2000
How You Remind Me,43,I was waiting on a different story,2000
How You Remind Me,44,This time I'm mistaken,2000
How You Remind Me,45,For handing you a heart worth breaking,2000
How You Remind Me,46,"And I've been wrong, I've been down",2000
How You Remind Me,47,Been to the bottom of every bottle,2000
How You Remind Me,48,These five words in my head,2000
How You Remind Me,49,"Scream ""Are we having fun yet?""",2000
How You Remind Me,50,"Yeah, yeah, are we having fun yet?",2000
How You Remind Me,51,"Yeah, yeah, are we having fun yet?",2000
How You Remind Me,52,"Yeah, yeah, are we having fun yet?",2000
How You Remind Me,53,"(These five words in my head) Yeah, yeah",2000
How You Remind Me,54,"No, no",2000
Uptown Funk,1,"Doh, doh, doh, doh, doh, doh, doh, doh, doh",2010
Uptown Funk,2,"Doh, doh, doh, doh, doh, doh, doh, doh",2010
Uptown Funk,3,"Doh, doh, doh, doh, doh, doh, doh, doh",2010
Uptown Funk,4,"Doh, doh, doh, doh (Aww, ow)",2010
Uptown Funk,5,"This hit, that ice cold",2010
Uptown Funk,6,"Michelle Pfeiffer, that white gold",2010
Uptown Funk,7,"This one, for them hood girls",2010
Uptown Funk,8,"Them good girls, straight masterpieces",2010
Uptown Funk,9,"Stylin', wilin', livin' it up in the city",2010
Uptown Funk,10,Got Chucks on with Saint Laurent,2010
Uptown Funk,11,"Gotta kiss myself, I'm so pretty (mwah!)",2010
Uptown Funk,12,I'm too hot (Hot damn),2010
Uptown Funk,13,Call the police and the fireman,2010
Uptown Funk,14,I'm too hot (Hot damn),2010
Uptown Funk,15,Make a dragon wanna retire man,2010
Uptown Funk,16,I'm too hot  (Hot damn),2010
Uptown Funk,17,Say my name you know who I am,2010
Uptown Funk,18,I'm too hot (Hot damn),2010
Uptown Funk,19,"And my band 'bout that money, break it down",2010
Uptown Funk,20,Girls hit your hallelujah (Woo!),2010
Uptown Funk,21,Girls hit your hallelujah (Woo!),2010
Uptown Funk,22,Girls hit your hallelujah (Woo!),2010
Uptown Funk,23,'Cause Uptown Funk gon' give it to you,2010
Uptown Funk,24,'Cause Uptown Funk gon' give it to you,2010
Uptown Funk,25,'Cause Uptown Funk gon' give it to you,2010
Uptown Funk,26,Saturday night and we in the spot,2010
Uptown Funk,27,"Don't believe me, just watch (Come on)",2010
Uptown Funk,28,"Doh, doh, doh, doh, doh, doh, doh, doh",2010
Uptown Funk,29,"Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)",2010
Uptown Funk,30,"Don't believe me, just watch (Doh, doh, doh, doh, doh, doh, doh, doh!)",2010
Uptown Funk,31,"Doh, doh, doh, doh, doh, doh, doh, doh",2010
Uptown Funk,32,"Doh, doh, doh, doh, doh, doh, doh, doh",2010
Uptown Funk,33,"Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)",2010
Uptown Funk,34,"Don't believe me, just watch",2010
Uptown Funk,35,"Don't believe me, just watch",2010
Uptown Funk,36,"Don't believe me, just watch",2010
Uptown Funk,37,"Don't believe me, just watch",2010
Uptown Funk,38,"Hey, hey, hey, oh!",2010
Uptown Funk,39,"Stop, wait a minute!Fill my cup, put some liquor in it",2010
Uptown Funk,40,"Take a sip, sign the check",2010
Uptown Funk,41,"Julio! Get the stretch!Ride to Harlem, Hollywood, Jackson, Mississippi",2010
Uptown Funk,42,"If we show up, we gon' show out",2010
Uptown Funk,43,Smoother than a fresh jar of Skippy,2010
Uptown Funk,44,I'm too hot (Hot damn),2010
Uptown Funk,45,Call the police and the fireman,2010
Uptown Funk,46,I'm too hot (Hot damn),2010
Uptown Funk,47,"Make a dragon wanna retire, man",2010
Uptown Funk,48,I'm too hot (Hot damn),2010
Uptown Funk,49,"Bitch, say my name you know who I am",2010
Uptown Funk,50,I'm too hot (Hot damn),2010
Uptown Funk,51,"And my band 'bout that money, break it down",2010
Uptown Funk,52,Girls hit your hallelujah (Woo!),2010
Uptown Funk,53,Girls hit your hallelujah (Woo!),2010
Uptown Funk,54,Girls hit your hallelujah (Woo!),2010
Uptown Funk,55,'Cause Uptown Funk gon' give it to you,2010
Uptown Funk,56,'Cause Uptown Funk gon' give it to you,2010
Uptown Funk,57,'Cause Uptown Funk gon' give it to you,2010
Uptown Funk,58,Saturday night and we in the spot,2010
Uptown Funk,59,"Don't believe me, just watch (Come on)",2010
Uptown Funk,60,"Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)",2010
Uptown Funk,61,"Don't believe me, just watch",2010
Uptown Funk,62,"Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)",2010
Uptown Funk,63,"Don't believe me, just watch",2010
Uptown Funk,64,"Don't believe me, just watch",2010
Uptown Funk,65,"Don't believe me, just watch",2010
Uptown Funk,66,"Don't believe me, just watch",2010
Uptown Funk,67,"Hey, hey, hey, oh!",2010
Uptown Funk,68,"Doh, doh, doh, doh, doh, doh, doh, doh",2010
Uptown Funk,69,"Before we leave (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,70,"Lemme tell y'all a lil' something (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,71,"Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,72,"Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,73,"I said Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,74,"Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,75,"Come on, dance",2010
Uptown Funk,76,"Jump on it (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,77,"If you sexy then flaunt it (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,78,"If you freaky then own it (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,79,"Don't brag about it, come show me (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,80,"Come on, dance (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,81,"Jump on it (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,82,"If you sexy then flaunt it (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,83,Well it's Saturday night and we in the spot,2010
Uptown Funk,84,"Don't believe me, just watch (Come on, doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,85,"Don't believe me, just watch (Doh, doh, doh, doh, doh, doh, doh, doh)",2010
Uptown Funk,86,"Don't believe me, just watch",2010
Uptown Funk,87,"Don't believe me, just watch",2010
Uptown Funk,88,"Don't believe me, just watch",2010
Uptown Funk,89,"Don't believe me, just watch",2010
Uptown Funk,90,"Hey, hey, hey, oh!",2010
Uptown Funk,91,"Uptown Funk you up, Uptown Funk you up (Say whaa?!)",2010
Uptown Funk,92,"Uptown Funk you up, Uptown Funk you up",2010
Uptown Funk,93,"Uptown Funk you up, Uptown Funk you up (Say whaa?!)",2010
Uptown Funk,94,"Uptown Funk you up, Uptown Funk you up",2010
Uptown Funk,95,"Uptown Funk you up, Uptown Funk you up (Say whaa?!)",2010
Uptown Funk,96,"Uptown Funk you up, Uptown Funk you up",2010
Uptown Funk,97,"Uptown Funk you up, Uptown Funk you up (Say whaa?!)",2010
Uptown Funk,98,Uptown Funk you up,2010
Party Rock Anthem,1,Party Rock,2010
Party Rock Anthem,2,Yeah,2010
Party Rock Anthem,3,Woo!,2010
Party Rock Anthem,4,Let's go!,2010
Party Rock Anthem,5,Party rock is in the house tonight,2010
Party Rock Anthem,6,Everybody just have a good time (Yeah),2010
Party Rock Anthem,7,And we gon' make you lose your mind (Woo!),2010
Party Rock Anthem,8,Everybody just have a good time (Clap!),2010
Party Rock Anthem,9,Party rock is in the house tonight (Oh!),2010
Party Rock Anthem,10,"Everybody just have a good time (I can feel it, baby!)",2010
Party Rock Anthem,11,And we gon' make you lose your mind (Yeah),2010
Party Rock Anthem,12,We just wanna see you...Shake that!,2010
Party Rock Anthem,13,NA,2010
Party Rock Anthem,14,In the club: Party rock,2010
Party Rock Anthem,15,Looking for your girl? She on my jock (Huh),2010
Party Rock Anthem,16,Non-stop when we in the spot,2010
Party Rock Anthem,17,Booty moving weight like she on the block (Woo!),2010
Party Rock Anthem,18,Where the drank? I gots to know,2010
Party Rock Anthem,19,"Tight jeans, tattoo, 'cause I'm rock and roll",2010
Party Rock Anthem,20,"Half-black, half-white: domino",2010
Party Rock Anthem,21,"Gainin' money, Oprah, dough",2010
Party Rock Anthem,22,Yo! I'm running through these hoes like Drano,2010
Party Rock Anthem,23,"I got that devilish flow rock and roll no halo, we party rock!",2010
Party Rock Anthem,24,"Yeah, that's the crew that I'm reppin'On the rise to the top, no Led in our Zeppelin (Hey!)",2010
Party Rock Anthem,25,Party rock is in the house tonight (Woo!),2010
Party Rock Anthem,26,Everybody just have a good time (Yeah),2010
Party Rock Anthem,27,And we gon' make you lose your mind,2010
Party Rock Anthem,28,Everybody just have a good time (Let's go!),2010
Party Rock Anthem,29,Party rock is in the house tonight,2010
Party Rock Anthem,30,"Everybody just have a good time (I can feel it, baby!)",2010
Party Rock Anthem,31,And we gon' make you lose your mind,2010
Party Rock Anthem,32,We just wanna see you...Shake that!Every day I'm shufflin' (Shake),2010
Party Rock Anthem,33,"Shufflin', shufflin' (Shake)",2010
Party Rock Anthem,34,Step up fast and be the first girl to make me throw this cash,2010
Party Rock Anthem,35,"We get money, don't be mad, now stop - hatin' is bad",2010
Party Rock Anthem,36,One more shot for us (Another round!),2010
Party Rock Anthem,37,Please fill up my cup (Don't mess around!),2010
Party Rock Anthem,38,We just wanna see (You shake it now!),2010
Party Rock Anthem,39,Now you wanna be (You're naked now!),2010
Party Rock Anthem,40,"Get up, get down, put your hands up to the sound",2010
Party Rock Anthem,41,"Get up, get down, put your hands up to the sound",2010
Party Rock Anthem,42,"Get up, get down, put your hands up to the sound (Woo!)",2010
Party Rock Anthem,43,Put your hands up to the sound,2010
Party Rock Anthem,44,Put your hands up to the sound (Let's go!),2010
Party Rock Anthem,45,"Get up, get up, get up",2010
Party Rock Anthem,46,"Get up, get up, get up",2010
Party Rock Anthem,47,"Get up, get up, get up",2010
Party Rock Anthem,48,Put your hands up to the sound,2010
Party Rock Anthem,49,To the sound,2010
Party Rock Anthem,50,Put your hands up (Woo!),2010
Party Rock Anthem,51,Put your hands up,2010
Party Rock Anthem,52,Put your hands up,2010
Party Rock Anthem,53,Put your hands up,2010
Party Rock Anthem,54,"Party rock is in the house tonight (Put your hands up, woo!)",2010
Party Rock Anthem,55,Everybody just have a good time (Put your hands up),2010
Party Rock Anthem,56,And we gon' make you lose your mind (Put your hands up),2010
Party Rock Anthem,57,"Everybody just have a good, good, good time",2010
Party Rock Anthem,58,Oh-oh-oh-oh-oh (Put your hands up),2010
Party Rock Anthem,59,"Oh-oh-oh-oh-oh (I can feel it, baby!)",2010
Party Rock Anthem,60,Oh-oh-oh-oh-oh (Put your hands up),2010
Party Rock Anthem,61,Oh-oh-oh-oh-oh (Put your hands up),2010
Party Rock Anthem,62,Shake that!Every day I'm shu-shufflin',2010
Party Rock Anthem,63,"Put yo', Put yo' (Hands up)",2010
Party Rock Anthem,64,"Put yo', Put yo' (Yeah)",2010
Party Rock Anthem,65,"Put yo', Put yo' (Woo!)",2010
Party Rock Anthem,66,(Hands up),2010
Party Rock Anthem,67,"Put yo', Put yo' (Hands up)",2010
Party Rock Anthem,68,Put your hands up,2010
Party Rock Anthem,69,Put your hands up,2010
Party Rock Anthem,70,Put your hands up,2010
Shape of You,1,The club isn't the best place to find a lover,2010
Shape of You,2,So the bar is where I go,2010
Shape of You,3,Me and my friends at the table doing shots,2010
Shape of You,4,Drinking fast and then we talk slow,2010
Shape of You,5,And you come over and start up a conversation with just me,2010
Shape of You,6,And trust me I'll give it a chance now,2010
Shape of You,7,"Take my hand, stop, put Van the Man on the jukebox",2010
Shape of You,8,"And then we start to dance, and now I'm singing like",2010
Shape of You,9,"Girl, you know I want your love",2010
Shape of You,10,Your love was handmade for somebody like me,2010
Shape of You,11,"Come on now, follow my lead",2010
Shape of You,12,"I may be crazy, don't mind me",2010
Shape of You,13,"Say, boy, let's not talk too much",2010
Shape of You,14,Grab on my waist and put that body on me,2010
Shape of You,15,"Come on now, follow my lead",2010
Shape of You,16,"Come, come on now, follow my lead",2010
Shape of You,17,I'm in love with the shape of you,2010
Shape of You,18,We push and pull like a magnet do,2010
Shape of You,19,Although my heart is falling too,2010
Shape of You,20,I'm in love with your body,2010
Shape of You,21,And last night you were in my room,2010
Shape of You,22,And now my bed sheets smell like you,2010
Shape of You,23,Every day discovering something brand new,2010
Shape of You,24,I'm in love with your body,2010
Shape of You,25,OhIohIohIohI,2010
Shape of You,26,I'm in love with your body,2010
Shape of You,27,OhIohIohIohI,2010
Shape of You,28,I'm in love with your body,2010
Shape of You,29,OhIohIohIohI,2010
Shape of You,30,I'm in love with your body,2010
Shape of You,31,Every day discovering something brand new,2010
Shape of You,32,I'm in love with the shape of you,2010
Shape of You,33,One week in we let the story begin,2010
Shape of You,34,We're going out on our first date,2010
Shape of You,35,"You and me are thrifty, so go all you can eat",2010
Shape of You,36,Fill up your bag and I fill up a plate,2010
Shape of You,37,We talk for hours and hours about the sweet and the sour,2010
Shape of You,38,And how your family is doing okay,2010
Shape of You,39,"Leave and get in a taxi, then kiss in the backseat",2010
Shape of You,40,"Tell the driver make the radio play, and I'm singing like",2010
Shape of You,41,"Girl, you know I want your love",2010
Shape of You,42,Your love was handmade for somebody like me,2010
Shape of You,43,"Come on now, follow my lead",2010
Shape of You,44,"I may be crazy, don't mind me",2010
Shape of You,45,"Say, boy, let's not talk too much",2010
Shape of You,46,Grab on my waist and put that body on me,2010
Shape of You,47,"Come on now, follow my lead",2010
Shape of You,48,"Come, come on now, follow my lead",2010
Shape of You,49,I'm in love with the shape of you,2010
Shape of You,50,We push and pull like a magnet do,2010
Shape of You,51,Although my heart is falling too,2010
Shape of You,52,I'm in love with your body,2010
Shape of You,53,And last night you were in my room,2010
Shape of You,54,And now my bed sheets smell like you,2010
Shape of You,55,Every day discovering something brand new,2010
Shape of You,56,I'm in love with your body,2010
Shape of You,57,OhIohIohIohI,2010
Shape of You,58,I'm in love with your body,2010
Shape of You,59,OhIohIohIohI,2010
Shape of You,60,I'm in love with your body,2010
Shape of You,61,OhIohIohIohI,2010
Shape of You,62,I'm in love with your body,2010
Shape of You,63,Every day discovering something brand new,2010
Shape of You,64,I'm in love with the shape of you,2010
Shape of You,65,"Come on, be my baby, come on",2010
Shape of You,66,"Come on, be my baby, come on",2010
Shape of You,67,"Come on, be my baby, come on",2010
Shape of You,68,"Come on, be my baby, come on",2010
Shape of You,69,"Come on, be my baby, come on",2010
Shape of You,70,"Come on, be my baby, come on",2010
Shape of You,71,"Come on, be my baby, come on",2010
Shape of You,72,"Come on, be my baby, come on",2010
Shape of You,73,I'm in love with the shape of you,2010
Shape of You,74,We push and pull like a magnet do,2010
Shape of You,75,Although my heart is falling too,2010
Shape of You,76,I'm in love with your body,2010
Shape of You,77,Last night you were in my room,2010
Shape of You,78,And now my bed sheets smell like you,2010
Shape of You,79,Every day discovering something brand new,2010
Shape of You,80,I'm in love with your body,2010
Shape of You,81,"Come on, be my baby, come on",2010
Shape of You,82,"Come on, be my baby, come on",2010
Shape of You,83,I'm in love with your body,2010
Shape of You,84,"Come on, be my baby, come on",2010
Shape of You,85,"Come on, be my baby, come on",2010
Shape of You,86,I'm in love with your body,2010
Shape of You,87,"Come on, be my baby, come on",2010
Shape of You,88,"Come on, be my baby, come on",2010
Shape of You,89,I'm in love with your body,2010
Shape of You,90,Every day discovering something brand new,2010
Shape of You,91,I'm in love with the shape of you,2010
Closer,1,"Hey, I was doing just fine before I met you",2010
Closer,2,I drink too much,2010
Closer,3,"And that's an issue, but I'm okay",2010
Closer,4,"Hey, you tell your friends",2010
Closer,5,It was nice to meet them,2010
Closer,6,But I hope I never see them again,2010
Closer,7,I know it breaks your heart,2010
Closer,8,Moved to the city in a broke-down car,2010
Closer,9,"And four years, no calls",2010
Closer,10,Now you're lookin' pretty in a hotel bar,2010
Closer,11,And I-I-I can't stop,2010
Closer,12,"No, I-I-I can't stop",2010
Closer,13,"So, baby, pull me closer",2010
Closer,14,In the backseat of your Rover,2010
Closer,15,That I know you can't afford,2010
Closer,16,Bite that tattoo on your shoulder,2010
Closer,17,Pull the sheets right off the corner,2010
Closer,18,Of the mattress that you stole,2010
Closer,19,From your roommate back in BoulderWe ain't ever getting older,2010
Closer,20,We ain't ever getting older,2010
Closer,21,We ain't ever getting older,2010
Closer,22,You look as good as the day I met you,2010
Closer,23,"I forget just why I left you, I was insane",2010
Closer,24,Stay and play that blink-182 song,2010
Closer,25,"That we beat to death in Tucson, okay",2010
Closer,26,I know it breaks your heart,2010
Closer,27,Moved to the city in a broke-down car,2010
Closer,28,"And four years, no call",2010
Closer,29,Now I'm lookin' pretty in a hotel bar,2010
Closer,30,And I-I-I can't stop,2010
Closer,31,"No, I-I-I can't stop",2010
Closer,32,"So, baby, pull me closer",2010
Closer,33,In the backseat of your Rover,2010
Closer,34,That I know you can't afford,2010
Closer,35,Bite that tattoo on your shoulder,2010
Closer,36,Pull the sheets right off the corner,2010
Closer,37,Of the mattress that you stole,2010
Closer,38,From your roommate back in BoulderWe ain't ever getting older,2010
Closer,39,We ain't ever getting older,2010
Closer,40,We ain't ever getting older,2010
Closer,41,"So, baby, pull me closer",2010
Closer,42,In the backseat of your Rover,2010
Closer,43,That I know you can't afford,2010
Closer,44,Bite that tattoo on your shoulder,2010
Closer,45,Pull the sheets right off the corner,2010
Closer,46,Of the mattress that you stole,2010
Closer,47,From your roommate back in BoulderWe ain't ever getting older,2010
Closer,48,We ain't ever getting older,2010
Closer,49,"(No, we ain't ever getting older)",2010
Closer,50,We ain't ever getting older,2010
Closer,51,"(No, we ain't ever getting older)",2010
Closer,52,We ain't ever getting older,2010
Closer,53,(We ain't ever getting older),2010
Closer,54,We ain't ever getting older,2010
Closer,55,"(No, we ain't ever getting older)",2010
Closer,56,(We ain't ever getting older),2010
Closer,57,"(No, we ain't ever getting older)",2010
Girls Like You,1,"Spent 24 hours, I need more hours with you",2010
Girls Like You,2,"You spent the weekend getting even, ooh",2010
Girls Like You,3,We spent the late nights making things right between us,2010
Girls Like You,4,"But now it's all good, babe",2010
Girls Like You,5,"Roll that Backwood, babe",2010
Girls Like You,6,And play me close,2010
Girls Like You,7,'Cause girls like you run 'round with guys like me,2010
Girls Like You,8,'Til sundown when I come through,2010
Girls Like You,9,"I need a girl like you, yeah yeah",2010
Girls Like You,10,"Girls like you love fun, and yeah, me too",2010
Girls Like You,11,What I want when I come through,2010
Girls Like You,12,"I need a girl like you, yeah yeah",2010
Girls Like You,13,"Yeah yeah yeah, yeah yeah yeah",2010
Girls Like You,14,"I need a girl like you, yeah yeah",2010
Girls Like You,15,"Yeah yeah yeah, yeah yeah yeah",2010
Girls Like You,16,I need a girl like you,2010
Girls Like You,17,I spent last night on the last flight to you,2010
Girls Like You,18,"Took a whole day up tryna get way up, ooh",2010
Girls Like You,19,We spent the daylight tryna make things right between us,2010
Girls Like You,20,"But now it's all good, babe",2010
Girls Like You,21,"Roll that Backwood, babe",2010
Girls Like You,22,And play me close,2010
Girls Like You,23,'Cause girls like you run 'round with guys like me,2010
Girls Like You,24,'Til sundown when I come through,2010
Girls Like You,25,"I need a girl like you, yeah yeah",2010
Girls Like You,26,"Girls like you love fun, and yeah, me too",2010
Girls Like You,27,What I want when I come through,2010
Girls Like You,28,"I need a girl like you, yeah yeah",2010
Girls Like You,29,"Yeah yeah yeah, yeah yeah yeah",2010
Girls Like You,30,"I need a girl like you, yeah yeah",2010
Girls Like You,31,"Yeah yeah yeah, yeah yeah yeah",2010
Girls Like You,32,"I need a girl like you, yeah yeah",2010
Girls Like You,33,"I need a girl like you, yeah yeah",2010
Girls Like You,34,I need a girl like you,2010
Girls Like You,35,Maybe it's 6:45,2010
Girls Like You,36,Maybe I'm barely alive,2010
Girls Like You,37,Maybe you've taken my shit for the last time (yeah),2010
Girls Like You,38,Maybe I know that I'm drunk,2010
Girls Like You,39,Maybe I know you're the one,2010
Girls Like You,40,Maybe you're thinking it's better if you drive,2010
Girls Like You,41,"Oh, 'cause girls like you run 'round with guys like me",2010
Girls Like You,42,'Til sundown when I come through,2010
Girls Like You,43,"I need a girl like you, yeah",2010
Girls Like You,44,'Cause girls like you run 'round with guys like me,2010
Girls Like You,45,'Til sundown when I come through,2010
Girls Like You,46,"I need a girl like you, yeah yeah",2010
Girls Like You,47,"Girls like you love fun, and yeah, me too",2010
Girls Like You,48,What I want when I come through,2010
Girls Like You,49,"I need a girl like you, yeah yeah",2010
Girls Like You,50,"Yeah yeah yeah, yeah yeah yeah",2010
Girls Like You,51,"I need a girl like you, yeah yeah",2010
Girls Like You,52,"Yeah yeah yeah, yeah yeah yeah",2010
Girls Like You,53,I need a girl like you,2010
